Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Carbohydrate digestion and absorption_Homo sapiens_hsa04973	3/45	0.78477800483100923489843125935294665396213531494140625	0.99999999956408114343275883584283292293548583984375	0.67173603824718053356690461441758088767528533935546875	0.999999966826454311785710160620510578155517578125	5.435406339839042	-1.3172946291365342	AKT3;PIK3R1;ATP1A1
Glycosaminoglycan biosynthesis - heparan sulfate / heparin_Homo sapiens_hsa00534	1/24	0.89683449632291145636742157876142300665378570556640625	0.99999999956408114343275883584283292293548583984375	0.84145648657973037831681040188414044678211212158203125	0.999999966826454311785710160620510578155517578125	12.737778049985062	-1.3869394857442636	EXTL2
Nucleotide excision repair_Homo sapiens_hsa03420	4/47	0.62332424914919537517477010624133981764316558837890625	0.99999999956408114343275883584283292293548583984375	0.49344842285130641190704636755981482565402984619140625	0.999999966826454311785710160620510578155517578125	3.018621367877305	-1.4268673995694117	CUL4A;CCNH;XPA;XPC
Sphingolipid metabolism_Homo sapiens_hsa00600	4/47	0.62332424914919537517477010624133981764316558837890625	0.99999999956408114343275883584283292293548583984375	0.49344842285130641190704636755981482565402984619140625	0.999999966826454311785710160620510578155517578125	3.1915873830389234	-1.5086264339729518	SGPL1;CERK;KDSR;SGPP1
Biosynthesis of unsaturated fatty acids_Homo sapiens_hsa01040	1/23	0.886587207438344737653324045822955667972564697265625	0.99999999956408114343275883584283292293548583984375	0.82931494925993531897034927169443108141422271728515625	0.999999966826454311785710160620510578155517578125	12.977447709612113	-1.5621704626248092	SCD5
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960	3/39	0.6962187296643878031687791008152998983860015869140625	0.99999999956408114343275883584283292293548583984375	0.5806201082579740546663060740684159100055694580078125	0.999999966826454311785710160620510578155517578125	4.319649640273905	-1.5641079911990068	PIK3R1;ATP1A1;NR3C2
Pentose and glucuronate interconversions_Homo sapiens_hsa00040	2/36	0.848459164996178127893244891311042010784149169921875	0.99999999956408114343275883584283292293548583984375	0.7623569216703416362435064002056606113910675048828125	0.999999966826454311785710160620510578155517578125	9.652623894453479	-1.5862477464931275	RPE;CRYL1
ABC transporters_Homo sapiens_hsa02010	4/44	0.570116483359627945759484646259807050228118896484375	0.99999999956408114343275883584283292293548583984375	0.445877873994263540513571797418990172445774078369140625	0.999999966826454311785710160620510578155517578125	2.9084558688711715	-1.6343037645791598	ABCD2;ABCB1;ABCA5;ABCB7
Cysteine and methionine metabolism_Homo sapiens_hsa00270	4/45	0.588317455531394362111541340709663927555084228515625	0.99999999956408114343275883584283292293548583984375	0.461905157360170404157173607018194161355495452880859375	0.999999966826454311785710160620510578155517578125	3.1118872878270385	-1.6508206883939625	LDHB;AMD1;MTR;ENOPH1
Pentose phosphate pathway_Homo sapiens_hsa00030	2/29	0.75062999414025577404885325449868105351924896240234375	0.99999999956408114343275883584283292293548583984375	0.65629524966949881470412719863816164433956146240234375	0.999999966826454311785710160620510578155517578125	6.57092542115255	-1.8848202339500917	RPIA;RPE
Thyroid cancer_Homo sapiens_hsa05216	2/29	0.75062999414025577404885325449868105351924896240234375	0.99999999956408114343275883584283292293548583984375	0.65629524966949881470412719863816164433956146240234375	0.999999966826454311785710160620510578155517578125	6.622797458999644	-1.8996993354835983	TCF7;LEF1
Regulation of autophagy_Homo sapiens_hsa04140	4/39	0.472981705737290980540166174250771291553974151611328125	0.99999999956408114343275883584283292293548583984375	0.36405044639467665223975245680776424705982208251953125	0.999999966826454311785710160620510578155517578125	2.715423919130612	-2.0330340006522474	ATG16L1;ULK3;ULK2;ATG14
RNA polymerase_Homo sapiens_hsa03020	2/32	0.7978824628996632473132422092021442949771881103515625	0.99999999956408114343275883584283292293548583984375	0.70576863482917262526683543910621665418148040771484375	0.999999966826454311785710160620510578155517578125	9.174492263850642	-2.0715451408988628	POLR1D;POLR1E
Other types of O-glycan biosynthesis_Homo sapiens_hsa00514	3/31	0.5391659076645607395761317093274556100368499755859375	0.99999999956408114343275883584283292293548583984375	0.43724380325518474865731377576594240963459014892578125	0.999999966826454311785710160620510578155517578125	3.5472397696547344	-2.191243336507732	COLGALT2;POGLUT1;OGT
Homologous recombination_Homo sapiens_hsa03440	2/29	0.75062999414025577404885325449868105351924896240234375	0.99999999956408114343275883584283292293548583984375	0.65629524966949881470412719863816164433956146240234375	0.999999966826454311785710160620510578155517578125	7.837916285450789	-2.248246975877771	RAD51D;MRE11A
Steroid biosynthesis_Homo sapiens_hsa00100	1/20	0.84932829110920493587144619596074335277080535888671875	0.99999999956408114343275883584283292293548583984375	0.78703414250423275877466267047566361725330352783203125	0.999999966826454311785710160620510578155517578125	14.070150637907421	-2.2977890919816564	CYP2R1
Propanoate metabolism_Homo sapiens_hsa00640	3/32	0.56118972641637621112664646716439165174961090087890625	0.99999999956408114343275883584283292293548583984375	0.4562990203004060330016500302008353173732757568359375	0.999999966826454311785710160620510578155517578125	4.026044488516452	-2.3258307525336646	LDHB;PCCA;SUCLG2
SNARE interactions in vesicular transport_Homo sapiens_hsa04130	3/34	0.603259416223916655752645965549163520336151123046875	0.99999999956408114343275883584283292293548583984375	0.493551792495713403940982288986560888588428497314453125	0.999999966826454311785710160620510578155517578125	4.720450053046067	-2.3857530572800734	VAMP4;STX2;USE1
Mucin type O-Glycan biosynthesis_Homo sapiens_hsa00512	4/31	0.305151569338988182256144909842987544834613800048828125	0.99999999956408114343275883584283292293548583984375	0.233988154767461431493558166039292700588703155517578125	0.879324212318713716030060822959057986736297607421875	2.1580225567807996	-2.5614577030081467	GALNT12;GALNT11;GCNT4;ST3GAL1
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis_Homo sapiens_hsa00563	2/25	0.6731095455340090349949377923621796071529388427734375	0.99999999956408114343275883584283292293548583984375	0.58030009778253976993056539868121035397052764892578125	0.999999966826454311785710160620510578155517578125	6.768713105978299	-2.67937606708724	PGAP1;PIGL
Collecting duct acid secretion_Homo sapiens_hsa04966	2/27	0.71406983204716800717193336822674609720706939697265625	0.99999999956408114343275883584283292293548583984375	0.61975722336454552863216349578578956425189971923828125	0.999999966826454311785710160620510578155517578125	8.457905652922513	-2.848407094794211	ATP6V1G1;SLC12A7
Pantothenate and CoA biosynthesis_Homo sapiens_hsa00770	1/18	0.81791785240733816397806776876677758991718292236328125	0.99999999956408114343275883584283292293548583984375	0.75318916365847832228297420442686416208744049072265625	0.999999966826454311785710160620510578155517578125	14.383882194040742	-2.891064989697231	ENPP3
Proximal tubule bicarbonate reclamation_Homo sapiens_hsa04964	2/23	0.62750328718639802882961475916090421378612518310546875	0.99999999956408114343275883584283292293548583984375	0.5379180537453598365260631908313371241092681884765625	0.999999966826454311785710160620510578155517578125	6.304201728449878	-2.937798159729234	ATP1A1;SLC4A4
Other glycan degradation_Homo sapiens_hsa00511	1/18	0.81791785240733816397806776876677758991718292236328125	0.99999999956408114343275883584283292293548583984375	0.75318916365847832228297420442686416208744049072265625	0.999999966826454311785710160620510578155517578125	16.41617884187039	-3.2995431465646146	FUCA2
Histidine metabolism_Homo sapiens_hsa00340	2/24	0.650899562498495232176765057374723255634307861328125	0.99999999956408114343275883584283292293548583984375	0.55947251161751854198200817336328327655792236328125	0.999999966826454311785710160620510578155517578125	7.802660621486092	-3.3504619289915736	HDC;HNMT
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate_Homo sapiens_hsa00532	2/20	0.55007385175910827879164344267337583005428314208984375	0.99999999956408114343275883584283292293548583984375	0.469028904763748311079751829311135224997997283935546875	0.999999966826454311785710160620510578155517578125	5.663711212589924	-3.3852156754689005	CHST7;UST
Nitrogen metabolism_Homo sapiens_hsa00910	1/17	0.79983785037683452490142599344835616648197174072265625	0.99999999956408114343275883584283292293548583984375	0.73430418119702001167325988717493601143360137939453125	0.999999966826454311785710160620510578155517578125	15.41578608483658	-3.4430581498498825	CA5B
Terpenoid backbone biosynthesis_Homo sapiens_hsa00900	2/22	0.60290406843920762991473338843206875026226043701171875	0.99999999956408114343275883584283292293548583984375	0.51564727340731597582390577372279949486255645751953125	0.999999966826454311785710160620510578155517578125	8.105371778914721	-4.101295306698167	FNTA;PCYOX1
Ubiquinone and other terpenoid-quinone biosynthesis_Homo sapiens_hsa00130	1/11	0.6467971623671198155847150701447390019893646240234375	0.99999999956408114343275883584283292293548583984375	0.5865575721312341617164065610268153250217437744140625	0.999999966826454311785710160620510578155517578125	9.678192688735772	-4.217006686198882	COQ6
One carbon pool by folate_Homo sapiens_hsa00670	2/20	0.55007385175910827879164344267337583005428314208984375	0.99999999956408114343275883584283292293548583984375	0.469028904763748311079751829311135224997997283935546875	0.999999966826454311785710160620510578155517578125	7.075721020559439	-4.2291777979070675	MTHFD1;MTR
Renin-angiotensin system_Homo sapiens_hsa04614	3/23	0.344612271801677361171556412955396808683872222900390625	0.99999999956408114343275883584283292293548583984375	0.279264559389491850982523146740277297794818878173828125	0.9811998032603768127302146240253932774066925048828125	3.985844667321051	-4.246261198969097	CPA3;ATP6AP2;LNPEP
Glycosaminoglycan biosynthesis - keratan sulfate_Homo sapiens_hsa00533	1/15	0.75811738147623464190161257647559978067874908447265625	0.99999999956408114343275883584283292293548583984375	0.69209802729141411958835305995307862758636474609375	0.999999966826454311785710160620510578155517578125	15.586804783407786	-4.316251976167601	ST3GAL1
Glycosphingolipid biosynthesis - globo series_Homo sapiens_hsa00603	1/14	0.73410340384653649525859009372652508318424224853515625	0.99999999956408114343275883584283292293548583984375	0.66854869841918362904920059008873067796230316162109375	0.999999966826454311785710160620510578155517578125	15.120488240328594	-4.6738243104090085	ST3GAL1
Non-homologous end-joining_Homo sapiens_hsa03450	1/13	0.7077067832589929441411413790774531662464141845703125	0.99999999956408114343275883584283292293548583984375	0.64320186504616894129782167510711587965488433837890625	0.999999966826454311785710160620510578155517578125	14.500111443182695	-5.013057104395254	MRE11A
Glycosaminoglycan degradation_Homo sapiens_hsa00531	2/19	0.5218589506104251984908160011400468647480010986328125	0.99999999956408114343275883584283292293548583984375	0.444734942391772636316460420857765711843967437744140625	0.999999966826454311785710160620510578155517578125	7.948926204814047	-5.1696472492893655	HGSNAT;IDUA
Glycosphingolipid biosynthesis - ganglio series_Homo sapiens_hsa00604	3/15	0.147730199613379797884959998555132187902927398681640625	0.99999999956408114343275883584283292293548583984375	0.130961369313561115657051914240582846105098724365234375	0.70802103465219745626058056586771272122859954833984375	2.906556718082833	-5.558405024407153	ST3GAL5;ST3GAL1;ST6GALNAC6
Selenocompound metabolism_Homo sapiens_hsa00450	2/17	0.4619768261199539427508398148347623646259307861328125	0.99999999956408114343275883584283292293548583984375	0.394374496723126466424247382747125811874866485595703125	0.999999966826454311785710160620510578155517578125	7.5482522794423845	-5.8290664848103235	SEPSECS;MTR
Taurine and hypotaurine metabolism_Homo sapiens_hsa00430	1/11	0.6467971623671198155847150701447390019893646240234375	0.99999999956408114343275883584283292293548583984375	0.5865575721312341617164065610268153250217437744140625	0.999999966826454311785710160620510578155517578125	15.744839483011997	-6.860381427440131	GGT7
Cyanoamino acid metabolism_Homo sapiens_hsa00460	1/7	0.484285666668808179036176397858071140944957733154296875	0.99999999956408114343275883584283292293548583984375	0.444930834961155152740275298128835856914520263671875	0.999999966826454311785710160620510578155517578125	16.013694080278558	-11.611214523983735	GGT7
